requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,x,y,endereco,cep,regional,data_licenca
56489,Gomes Ltda.,47639280000146,Licença indeferida,2023-03-03T10:54:16Z,21/03/2023 às 15:59,21/03/2023 às 18:32,CRT/32841,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.161.04.1500.0003.000,727193.154,7022522.882,"Avenida Mário Uriarte, 1290 - Cordeiros",88311740,ITAJAI (INIS),2023-03-22
56481,Freitas Ltda.,85196420000148,Licença concedida,2023-03-03T09:34:38Z,07/06/2023 às 19:02,12/06/2023 às 14:05,CRT/35416,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.189.02.4200.0000.000,718111.83,7008091.96,"R RODOLPHO GIRARDI, 4474 - Brilhante II",88318331,ITAJAI (INIS),2023-06-12
56463,Porto - EI,36457120000160,FCEI cancelado,2023-03-02T19:32:18Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,726085.082,7023680.333,"Rodovia Jorge Lacerda, 133 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56455,Costela Ltda.,31508294000190,FCEI cancelado,2023-03-02T17:45:55Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,215.079.01.0650.0000.000,724420.414,7024224.986,"Rodovia Jorge Lacerda, 2100 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56443,da Rosa Aragão - EI e Filhos,98405312000180,Relatório de Monitoramento recebido,2023-03-02T15:59:35Z,27/03/2023 às 16:51,27/03/2023 às 17:53,DIV/12223,FCEI Cadastrado,Licença Ambiental de Operação,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,NA,725968,7027749,"ROD. BR 101, 1315 - SALSEIROS",88311600,ITAJAI (INIS),2023-06-02
56429,Ferreira - ME S.A.,76143289000160,Licença concedida,2023-03-02T14:14:33Z,10/05/2023 às 13:19,Sem Equipe Formada,PAB/34446,FCEI Cadastrado,Certidão de Conformidade Ambiental,42.32.20,Instalações aéreas de tancagem autônoma para consumo próprio de combustíveis líquidos e gasosos,-,M,NA,727908.95,7019500.31,"Rodovia BR-101, 9555 - Cidade Nova",88308620,ITAJAI (INIS),2023-05-10
56417,Moreira Ltda.,20371596000143,Licença concedida,2023-03-02T10:37:30Z,07/03/2023 às 15:14,Sem Equipe Formada,DIV/32361,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,216.049.02.0300,-26.9447,-48.7297,"Rodovia Antônio Heil, 3000 - Itaipava",88316000,ITAJAI (INIS),2023-03-07
56397,Sales Ltda.,65394702000142,Cadastrado(Aguardando Documento Digital),2023-03-01T22:20:51Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.07,"CONDOMÍNIOS DE EDIFÍCIOS DE USO MISTO (COMERCIAL, RESIDENCIAL, SERVIÇOS) LOCALIZADOS EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES",G,M,204.025.04.1276,732840,7020921,"Rua Camboriú, s/n - Fazenda",88301451,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56394,Nascimento - EI,94182063000150,FCEI cancelado,2023-03-01T21:45:18Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,01.03.047.0048,728443.137,7024606.458,"Rua Vereador Telêmaco Oliveira, 672 - Cordeiros",88311200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56361,Gomes S/A Ltda.,53104269000184,Licença concedida,2023-03-01T15:06:00Z,09/03/2023 às 14:30,09/03/2023 às 15:49,CRT/32462,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,728790.29,7025271.315,"Rua Domingos Rampelotti, 3501 - São Roque",88317600,ITAJAI (INIS),2023-03-10
56357,Nunes - EI,34975120000126,FCEI cancelado,2023-03-01T14:59:43Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,728790.29,7025271.315,"Rua Domingos Rampelotti, 3501 - São Roque",88317600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56352,das Neves - ME,50723416000106,FCEI cancelado,2023-03-01T14:16:21Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,0051260102500000000,729292.972790587,7021024.490370944,"Avenida Governador Adolfo Konder, 705 - CIDADE NOVA",88308004,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56331,da Cunha Jesus - EI S/A,65408921000133,Cadastrado(Aguardando Documento Digital),2023-03-01T11:28:41Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.047.05.1450.0003.000,726149.796,7017740.231,"Rua Protásio Wippel, 50 - Itaipava",88316370,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56330,Nogueira S/A,89270543000132,FCEI cancelado,2023-03-01T11:27:11Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.047.05.1450.0003.000,726149.796,7017740.231,"Rua Protásio Wippel, 50 - Itaipava",88316370,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56321,Gomes S.A.,40162738000170,Licença concedida,2023-03-01T10:15:38Z,10/03/2023 às 13:42,10/03/2023 às 16:11,CRT/32500,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727609.1703,7018002.8742,"Rodovia Antônio Heil, 1001",88316001,ITAJAI (INIS),2023-03-10
56315,Correia S/A - ME,90251348000144,Cadastrado(Aguardando Documento Digital),2023-03-01T09:33:34Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,005007061510,729612,7021879,"Rua Yukio Cadóia, 92 - São Vicente",88309175,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56303,Moreira e Filhos,18324670000129,Cadastrado(Aguardando Documento Digital),2023-02-28T17:20:46Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.118.03.0140.0000.000,728412.06,7023894.98,"Rua Doutor Reinaldo Schmithausen, 1897 - Cordeiros",88310004,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56293,Martins Ltda. Ltda.,40658392000103,Cadastrado(Aguardando Documento Digital),2023-02-28T15:45:13Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Instalação,13.90.00,"MONTAGEM, REPARAÇÃO OU MANUTENÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS INDUSTRIAIS E COMERCIAIS E ELÉTRICOS E ELETRÔNICOS ",G,P,202.076.02.0702.0003.000,-26.9016,-48.677,"Rua Professor Mário Mello, 227 - São João",88304370,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56292,Costa - ME,67435921000158,Licença concedida,2023-02-28T15:37:15Z,09/03/2023 às 13:08,09/03/2023 às 15:48,CRT/32451,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.066.02.0553.0000.000,-0,-0,"Rua Almirante Barroso, 527 - Centro",88303040,ITAJAI (INIS),2023-03-10
56283,da Paz S/A,80124653000111,Cadastrado(Aguardando Documento Digital),2023-02-28T14:31:07Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",M,M,NA,732877,7021117,"Rua Laguna, 130 - Fazenda",88301460,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56254,da Paz Pereira - EI - EI,56438129000130,Licença concedida,2023-02-27T21:29:42Z,10/03/2023 às 13:41,10/03/2023 às 16:13,DIV/19144,FCEI Cadastrado,Ampliação LAI,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,733992,7018020,"Rodovia Antônio Heil, 4605 - Itaipava",88316003,ITAJAI (INIS),2023-11-27
56240,Azevedo Fernandes S/A S/A,20471968000103,Licença concedida,2023-02-27T16:37:27Z,25/04/2023 às 13:50,25/04/2023 às 17:22,URB/0,FCEI Cadastrado,Licença Ambiental de Operação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,735205.519,7016935.996,"Rua Delfim Mário Pádua Peixoto, 968",88306813,ITAJAI (INIS),2023-05-29
56226,Araújo Pinto S/A S/A,28957061000160,FCEI cancelado,2023-02-27T15:26:46Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,202.091.04.0648.0000.000,73009.2,7021726,"Rua José Pereira Liberato, 1739 - São João",88304400,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56176,Ferreira - EI,02598136000170,Licença concedida,2023-02-24T17:18:22Z,28/02/2023 às 18:53,Sem Equipe Formada,IND/32153,FCEI Cadastrado,Certidão de Conformidade Ambiental,23.22.00,Fabricação de flocos e grãos (pellets) de material plástico.,-,M,212.033.03.0935.0000.000,730672.81,7023883.09,"Rua Leodegário Pedro da Silva, 777 - Barra do Rio",88305600,ITAJAI (INIS),2023-02-28
56100,Vieira Cardoso - EI S.A.,21406859000175,Licença concedida,2023-02-23T16:56:33Z,24/02/2023 às 15:07,24/02/2023 às 15:26,CRT/32032,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730746.7123458022,7019752.986520464,"Rua das Cerejeiras, 174 - RESSACADA",88307833,ITAJAI (INIS),2023-02-24
56098,Farias Araújo e Filhos e Filhos,78243950000134,Licença concedida,2023-02-23T16:35:41Z,20/03/2023 às 16:39,Sem Equipe Formada,DIV/32792,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,NA,723539.09,7016730.96,"Rodovia Antônio Heil, 4605 - Itaipava",88316003,ITAJAI (INIS),2023-03-20
56097,Porto Aragão S/A - ME,01984563000124,Licença concedida,2023-02-23T16:01:54Z,01/03/2023 às 13:16,Sem Equipe Formada,IND/32196,FCEI Cadastrado,Certidão de Conformidade Ambiental,13.90.00,"MONTAGEM, REPARAÇÃO OU MANUTENÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS INDUSTRIAIS E COMERCIAIS E ELÉTRICOS E ELETRÔNICOS ",-,P,NA,721898.18,7023649.8,"Rodovia Jorge Lacerda, 4750 - Espinheiros",88317100,ITAJAI (INIS),2023-03-01
56080,da Mata e Filhos,37608519000167,Licença concedida,2023-02-23T14:25:08Z,24/02/2023 às 15:06,24/02/2023 às 15:42,IND/32031,FCEI Cadastrado,Licença Ambiental de Operação de Correção,26.50.01,"INDUSTRIALIZAÇÃO DE PRODUTOS DE ORIGEM ANIMAL, INCLUSIVE COLA",P,P,NA,-26.8946,-48.7127,"Rua Francisco Reis, 505 - Cordeiros",88311710,ITAJAI (INIS),2023-12-04
56078,da Luz Gomes - ME - ME,74592163000147,Solicitado documentação complementar,2023-02-23T14:20:07Z,20/06/2023 às 18:43,21/06/2023 às 16:26,IND/35769,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,11.70.02,"FABRICAÇÃO DE ARTIGOS DE CUTELARIA, ARMAS, FERRAMENTAS MANUAIS E FABRICAÇÃO DE ARTIGOS DE METAL PARA ESCRITÓRIO, USOS PESSOAL E DOMÉSTICO - EXCLUSIVE FERRAMENTAS PARA MÁQUINAS, SEM TRATAMENTO QUÍMICO SUPERFICIAL E/OU GALVANOTÉCNICO E/OU PINTURA POR ASPERSÃO",G,M,NA,726336.02,7010261.87,"Estrada Geral do Rio do Meio, S/N - undefined",88340000,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56068,Vieira Ramos Ltda. - ME,08374256000170,Licença concedida,2023-02-23T13:42:15Z,23/03/2023 às 13:27,23/03/2023 às 16:47,URB/32933,FCEI Cadastrado,Licença Ambiental Prévia,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",P,M,NA,728552.67,7021972.11,"Rua Arquiteto Nilson Edson dos Santos, S/N° - São Vicente",88309401,ITAJAI (INIS),2023-05-12
56066,Mendes S.A. S.A.,08421739000189,Solicitado documentação complementar,2023-02-23T13:31:03Z,09/05/2023 às 13:27,09/05/2023 às 16:12,DIV/34406,FCEI Cadastrado,Autorização Ambiental,71.00.00,"SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS, EQUIPAMENTOS OU VEÍCULOS, COM PINTURA, EXCETO MANUTENÇÃO DE ELETRODOMÉSTICOS",U,M,005.195.05.2850.0000.000,727250.43,7021269.3,"Rodovia BR-101, 7855 - São Vicente",88312500,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
56009,Correia S/A,69012358000130,Licença concedida,2023-02-22T19:24:49Z,08/03/2023 às 13:17,08/03/2023 às 15:46,CRT/32391,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,005.433.02.0090,727918.61,7021583.955,"Avenida Nilo Bittencourt, 896 - São Vicente",88312100,ITAJAI (INIS),2023-03-08
55999,Rodrigues Ltda.,89172564000115,FCEI cancelado,2023-02-22T16:30:50Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Renovação LAI,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,005.067.06.1060.0000.000	,729152.997,7021719.276,"RUA DOM JAIME DE BARROS CAMARA, 541 - SAO VICENTE",88309340,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
55998,Barbosa - ME,13852609000130,FCEI cancelado,2023-02-22T16:22:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,26.50.01,"INDUSTRIALIZAÇÃO DE PRODUTOS DE ORIGEM ANIMAL, INCLUSIVE COLA",P,P,NA,-26.8946,-48.7127,"Rua Francisco Reis, 505 - Cordeiros",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
55997,Pinto S.A.,69403781000161,FCEI cancelado,2023-02-22T16:20:52Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,26.50.01,"INDUSTRIALIZAÇÃO DE PRODUTOS DE ORIGEM ANIMAL, INCLUSIVE COLA",P,P,NA,22441.618843835604,1870286.6478668824,"Rua José Gall, 495 - Dom Bosco",88307100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
55977,Gomes S/A S.A.,71029865000129,Licença concedida,2023-02-22T11:51:29Z,09/03/2023 às 14:27,09/03/2023 às 15:49,CRT/32460,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,203017040268,728395.6638894961,7023948.987979119,"AV DOUTOR REINALDO SCHMITHAUSEN, 1886 - CORDEIROS",88310003,ITAJAI (INIS),2023-03-10
55962,Ribeiro - EI,27054391000183,Licença concedida,2023-02-22T09:36:16Z,01/03/2023 às 13:15,Sem Equipe Formada,URB/32195,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,005.084.02.0305.0000.000,-26.9008,-48.965,"Rua Olavo Bilac, 323 - São Vicente",88309440,ITAJAI (INIS),2023-03-01
55952,Moreira - ME,70539261000160,FCEI cancelado,2023-02-22T08:52:08Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Autorização Ambiental,15.10.00,"SERRARIAS E BENEFICIAMENTO PRIMÁRIO DA MADEIRA, EXCETO QUANDO REALIZADO SOMENTE POR EQUIPAMENTO MÓVEL",MP,P,005004011065,729857.69,7021370.9,"Rua São Vicente, 1467 - São Vicente",88309101,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
55944,Teixeira S.A.,58263701000101,Relatório de Monitoramento enviado,2023-02-21T15:02:54Z,05/05/2023 às 13:17,05/05/2023 às 13:59,PAB/34281,FCEI Cadastrado,Renovação LAO,42.32.10,"COMÉRCIO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS EM POSTOS DE ABASTECIMENTO, POSTOS DE REVENDA, POSTOS FLUTUANTES E INSTALAÇÕES DE SISTEMA RETALHISTA, COM LAVAGEM E/OU LUBRIFICAÇÃO DE VEÍCULOS",M,M,NA,733550.16,7019589.141,"Avenida Osvaldo Reis, 320 - Nossa Senhora de Guadalupe",88306001,ITAJAI (INIS),2024-01-25
55917,Freitas S.A.,34629710000105,Licença concedida,2023-02-20T13:52:53Z,23/02/2023 às 18:43,24/02/2023 às 15:25,CRT/31991,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.041.02.1700,727786,7018322,"ROD ANTONIO HEIL, 700 - Itaipava",88316600,ITAJAI (INIS),2023-02-24
55916,Cardoso S/A e Filhos,43985260000176,Licença concedida,2023-02-20T13:46:00Z,23/02/2023 às 18:43,24/02/2023 às 15:25,CRT/31990,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.041.02.1700,727786,7018322,"Rodovia Antônio Heil, 700 - Itaipava",88316000,ITAJAI (INIS),2023-02-24
55879,Rezende - EI,75042186000140,Licença concedida,2023-02-17T15:32:57Z,14/03/2023 às 16:46,Sem Equipe Formada,URB/32606,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,216.101.01.0020.0000.000,-26.9774,-48.7174,"Rua Maurino Mafra, 722 - Rio do Meio",88316155,ITAJAI (INIS),2023-03-14
55859,Sales Rodrigues Ltda. e Filhos,64935810000112,Licença concedida,2023-02-17T11:14:07Z,31/03/2023 às 13:17,Sem Equipe Formada,URB/33197,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,215.153.03.0230.0000.000,-26.8628,-48.7447,"Rua Marcos Aurélio Seára, 1535 - Santa Regina",88317545,ITAJAI (INIS),2023-03-31
55846,Silveira Ramos e Filhos - EI,01362594000143,Licença concedida,2023-02-17T10:19:45Z,23/02/2023 às 18:41,Sem Equipe Formada,DIV/31986,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,216.049.02.0300,-26.9448,-48.73,"Rodovia Antônio Heil, 3000 - Itaipava",88316001,ITAJAI (INIS),2023-02-23
55843,Monteiro S.A.,49653820000171,Licença concedida,2023-02-17T10:14:11Z,23/02/2023 às 18:43,Sem Equipe Formada,DIV/31992,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,216049020300,-26.9448,-48.73,"RODOVIA ANTONIO HEIL, 3000 - ITAIPAVA",88316001,ITAJAI (INIS),2023-02-23
55836,Caldeira - ME S/A,76041932000144,FCEI cancelado,2023-02-17T09:49:22Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727922.71,7020309.14,"Rua Nahor Cardozo, 67 - Cidade Nova",88308608,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
55828,Monteiro Caldeira - ME Ltda.,45630291000130,Licença concedida,2023-02-17T08:47:43Z,22/02/2023 às 17:05,23/02/2023 às 16:33,CRT/31945,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.010.02.1000.0002.000,-26.9411,-48.7152,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),2023-02-23
55813,Jesus S/A,36841725000150,Licença concedida,2023-02-16T17:30:09Z,27/02/2023 às 15:26,27/02/2023 às 16:04,CRT/32083,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,723173.24,7017086.98,"Vereador Germano Luiz Vieira, 500 - Itaipava",88316701,ITAJAI (INIS),2023-02-27
