requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
64365,MOREIRA E FILHOS S.A.,69.752.480/0001-43,Licença concedida,2023-08-03T18:39:55Z,2023-09-01T13:18:00Z,2023-09-01T15:28:00Z,CRT/38357,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Doutor Reinaldo Schmithausen, 407 - Cordeiros",88310-000,2023-09-06,NA,CRT,NA,"c(-5419896.48388953, -3109782.13060201)",729668.612,7023609.957
64362,CASTRO SANTOS S/A - ME,16.987.542/0001-30,Licença concedida,2023-08-03T18:03:27Z,2023-09-01T13:18:00Z,2023-09-01T15:28:00Z,CRT/38356,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rod Br-101, 700 - Salseiros",88311-600,2023-09-06,NA,CRT,NA,"c(-5424544.80484856, -3104610.53095539)",725602.0304,7028277.1422
64359,DA PAZ LTDA. E FILHOS,39.064.152/0001-93,Relatório de Monitoramento enviado,2023-08-03T17:07:20Z,2023-08-14T15:48:00Z,2023-08-14T18:30:00Z,DIV/27475,FCEI Cadastrado,LAO,47.84.00,Terminal  rodoviário  de  carga  ,P,M,NA,"Rodovia Br-101, 7725 - São Vicente",88312-501,2023-08-31,Terminais de Transporte,DIV,Terminal Rod.,"c(-5422515.815486, -3112318.3496689)",727290,7021401
64351,DA CUNHA DAS NEVES E FILHOS S.A.,24.681.590/0001-23,Licença concedida,2023-08-03T16:05:44Z,2023-08-23T13:40:00Z,2023-08-24T14:21:00Z,CRT/38043,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua João Thomaz Pinto, 1570 - Canhanduba",88301-360,2023-08-29,NA,CRT,NA,"c(-5420608.5721505, -3120217.21555053)",728864.13,7014360.68
64345,AZEVEDO CARDOSO S.A. - EI,69.503.714/0001-19,Licença concedida,2023-08-03T15:12:39Z,2023-08-04T18:49:00Z,2023-08-07T14:59:00Z,CRT/37394,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2110410102480000,"Avenida José Eugênio Muller, 1265 - Vila Operária",88304-056,2023-08-11,NA,CRT,NA,"c(-5418342.63097364, -3112319.3173511)",731014.1269947342,7021332.222139606
64332,SILVEIRA - ME - ME,19.326.075/0001-95,Licença concedida,2023-08-03T14:05:37Z,2023-08-04T18:48:00Z,NA,IND/37393,FCEI Cadastrado,CCA,11.60.02,Serralheria,-,M,NA,"Rua Francisco Reis, 785 - Cordeiros",88311-710,2023-08-04,Atividade Industrial,IND,Industrial,"c(-5422435.43857666, -3110641.87154585)",727388.65,7022887.89
64324,BARBOSA S.A.,34.896.175/0001-40,Licença concedida,2023-08-03T12:28:17Z,2023-10-10T18:25:00Z,2023-10-10T18:38:00Z,CRT/39663,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,214.078.01.0450.0000.000,"Avenida Osvaldo Reis, 2751 - Praia Brava De Itajaí",88306-600,2023-10-11,NA,CRT,NA,"c(-5414591.16413391, -3116876.6341389)",734286.4885955809,7017225.515715297
64265,VIEIRA S.A.,76.041.328/0001-18,Licença concedida,2023-08-02T12:56:57Z,2023-08-04T13:37:00Z,2023-08-04T17:36:00Z,CRT/37366,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.002.01.0700,"Rodovia Jorge Lacerda, 183 - Salseiros",88311-605,2023-08-07,NA,CRT,NA,"c(-5423911.98387249, -3109965.92550865)",726081.63,7023511.73
64203,FERNANDES - ME,90.283.165/0001-00,Licença concedida,2023-08-01T14:14:09Z,2023-08-21T13:14:00Z,2023-08-21T16:49:00Z,CRT/37932,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Pedro Ferreira, 333 - Centro",88301-030,2023-08-21,NA,CRT,NA,"c(-5416552.61863726, -3111400.28508009)",732626.65,7022118.56
64202,DA MATA LOPES E FILHOS LTDA.,06.219.473/0001-60,Licença concedida,2023-08-01T14:10:14Z,2023-08-04T13:37:00Z,2023-08-04T17:36:00Z,CRT/37367,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,005.290.03.0560.0000.000,"Avenida Campos Novos, 1104 - São Vicente",88309-650,2023-08-07,NA,CRT,NA,"c(-5421352.26421386, -3112375.28206458)",728327.427,7021331.639
64159,COSTA S/A E FILHOS,51.684.973/0001-28,Licença concedida,2023-07-31T19:14:11Z,2023-08-17T18:31:00Z,2023-08-18T17:18:00Z,PAB/1048,FCEI Cadastrado,REN_LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,M,M,NA,"Rua Heitor Liberato, 1131 - São Judas",88303-101,2023-11-28,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5417877.3968008, -3111726.28273388)",731439,7021851
64135,DA CRUZ CORREIA E FILHOS LTDA.,96.513.824/0001-34,Efetuado o parecer técnico,2023-07-31T15:10:12Z,2024-01-18T18:44:00Z,2024-01-19T13:55:00Z,DIV/42685,FCEI Cadastrado,LAP_LAI,47.84.00,Terminal  rodoviário  de  carga  ,M,M,NA,"Rodovia Antônio Heil, 3001 - Itaipava",88316-001,NA,Terminais de Transporte,DIV,Terminal Rod.,"c(-5424462.19583178, -3116979.41696139)",725478.77,7017295.68
64106,ALVES TEIXEIRA E FILHOS - ME,69.543.702/0001-18,Licença concedida,2023-07-31T10:23:22Z,2023-08-07T13:07:00Z,2023-08-07T14:59:00Z,CRT/37424,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua César Augusto Dalçoquio, 4255 - Sanseiros",88311-500,2023-08-09,NA,CRT,NA,"c(-5423738.03590412, -3104971.96471536)",726316.6055,7027943.234
64092,RIBEIRO - ME,85.702.394/0001-82,Solicitado documentação complementar,2023-07-31T09:06:27Z,2023-08-29T15:01:00Z,2023-08-29T16:11:00Z,URB/38239,FCEI Cadastrado,LAP_LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Hildebrando Jorge Silva, Sn - Praia Brava De Itajaí",88306-819,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413686.69547234, -3116783.04453666)",735094.95,7017293.47
64090,FERREIRA S/A LTDA.,20.961.458/0001-14,Solicitado documentação complementar,2023-07-31T08:55:34Z,2023-10-09T12:58:00Z,2023-10-09T15:42:00Z,DIV/39599,FCEI Cadastrado,REN_LAO,34.15.00,Subestação de transmissão de energia elétrica,P,P,NA,"Rodovia Osvaldo Reis, S/N° - Fazenda",88300-000,NA,Obras de Infraestrutura,DIV,Infraestrutura,"c(-5414553.88128852, -3116818.09605078)",734320.72,7017276.84
64073,DIAS - EI,91.453.862/0001-25,Solicitado documentação complementar,2023-07-28T16:45:53Z,2023-10-06T18:54:00Z,2023-10-09T15:21:00Z,DIV/39560,FCEI Cadastrado,REN_LAO,34.12.00,Linhas e redes de transmissão de energia elétrica,P,M,NA,"Reinaldo Schmithausen, S/N - Salseiros",88300-000,NA,Obras de Infraestrutura,DIV,Infraestrutura,"c(-5422982.83292594, -3109970.75581177)",726910.854,7023492.505
64066,RIBEIRO - EI,42.593.816/0001-16,Licença concedida,2023-07-28T16:10:30Z,2023-09-20T20:41:00Z,2023-09-21T16:25:00Z,DIV/38948,FCEI Cadastrado,REN_LAO,34.15.00,Subestação de transmissão de energia elétrica,M,P,NA,"Rodovia Antoni Heil, S/N - Itaipava",88300-000,2024-02-01,Obras de Infraestrutura,DIV,Infraestrutura,"c(-5425233.18140237, -3116866.9721882)",724792.77,7017407.8
64064,FARIAS S/A - ME,51.094.386/0001-89,Licença concedida,2023-07-28T16:05:56Z,2023-08-09T13:56:00Z,2023-08-09T14:06:00Z,CRT/37537,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2110140510150000,"Rua Carlos Seara, 628 - Vila Operária",88303-200,2023-08-14,NA,CRT,NA,"c(NaN, NaN)",NA,NA
64061,ALMEIDA S/A,45.163.892/0001-80,Relatório de Monitoramento enviado,2023-07-28T15:54:40Z,2023-09-26T13:02:00Z,2023-09-26T15:19:00Z,HSP/39132,FCEI Cadastrado,AUA,56.11.01,Laboratório de análises de serviços de saúde,U,M,2010220403280000000,"Rua Quinze De Novembro, 150 - Centro",88301-420,2023-12-15,Outras Atividades,HSP,Outro,"c(-5416427.935732, -3111782.52503953)",732731.6422194361,7021777.185529981
64026,PORTO - EI S.A.,73.459.628/0001-23,Licença concedida,2023-07-28T11:14:42Z,2023-08-01T15:19:00Z,NA,DIV/37219,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,216.006.01.0800,"Rodovia Antônio Heil, 3201 - Itaipava",88316-001,2023-08-01,Terminais de Transporte,DIV,Terminal Rod.,"c(-5424721.23779609, -3117238.78558518)",725243.5487508134,7017069.685998477
64011,ARAGÃO MARTINS S.A. S/A,31.872.409/0001-21,Licença concedida,2023-07-28T08:32:06Z,2023-07-31T13:14:00Z,2023-07-31T14:04:00Z,CRT/37158,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Samuel Heusi, 463 - Centro",88301-320,2023-10-30,NA,CRT,NA,"c(-5416954.46608913, -3111674.81721672)",732263.51,7021881.49
64003,NUNES - EI - ME,67.091.352/0001-70,Licença concedida,2023-07-27T20:08:08Z,2023-08-04T13:36:00Z,NA,DIV/37365,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rodovia Jorge Lacerda, 1360 - Espinheiros",88317-127,2023-08-04,Terminais de Transporte,DIV,Terminal Rod.,"c(-5425129.19297966, -3109321.23023485)",725005.47,7024103.57
63996,MARTINS S.A.,16.425.739/0001-85,Licença concedida,2023-07-27T17:00:19Z,2023-07-31T19:02:00Z,NA,IND/37181,FCEI Cadastrado,CCA,23.21.00,Fabricação de artigos de material plástico ,-,M,003.002.02.0415.0000.000,"Rua Doutor Reinaldo Schmithausen, 239 - Cordeiros",88310-000,2023-07-31,Atividade Industrial,IND,Industrial,"c(-5419757.6241697, -3109592.43053462)",729795.63,7023776.11
63992,DA CONCEIÇÃO - ME,62.754.908/0001-48,Licença concedida,2023-07-27T16:46:28Z,2023-07-31T19:02:00Z,NA,IND/37182,FCEI Cadastrado,CCA,23.21.00,Fabricação de artigos de material plástico ,-,M,003.002.02.0415,"Rua Doutor Reinaldo Schmithausen, 259 - Cordeiros",88310-004,2023-07-31,Atividade Industrial,IND,Industrial,"c(-5419757.6241697, -3109592.43053462)",729795.63,7023776.11
63982,DA CRUZ LTDA. E FILHOS,60.453.297/0001-72,Efetuado o parecer técnico,2023-07-27T14:57:25Z,2023-10-02T14:00:00Z,2023-10-02T17:39:00Z,PAB/7774,FCEI Cadastrado,AUA,42.32.30,Substituição de tanques no comércio de combustíveis em postos de abastecimento,G,M,NA,"Rod Br 101, 4850-A - Salseiros",88317-000,NA,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5423951.56132923, -3109233.06235699)",726058,7024163
63973,MOREIRA S/A S.A.,63.470.195/0001-53,Solicitado documentação complementar,2023-07-27T14:12:23Z,2023-09-26T13:08:00Z,2023-09-26T15:44:00Z,URB/4745,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"R Benjamin Dagnoni , 0 - Rio Do Meio",88316-100,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5422979.40523532, -3119133.0129744)",726767,7015361
63966,MENDES - ME S.A.,19.825.430/0001-70,Licença concedida,2023-07-27T12:55:00Z,2023-08-18T13:17:00Z,2023-08-18T14:45:00Z,CRT/37884,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.008.03.1580,"Rua Antônio Notari, 210 - Espinheiros",88317-160,2023-08-24,NA,CRT,NA,"c(-5425172.20442591, -3109676.98193127)",724961.43,7023788.42
63963,OLIVEIRA LTDA.,10.698.724/0001-04,Licença concedida,2023-07-27T12:11:39Z,2023-09-01T13:17:00Z,2023-09-01T15:28:00Z,CRT/38355,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,003.168.02.0800.0000.000,"Rua Doutor Reinaldo Schmithausen - De 679 A 1609 - Lado Ímpar, 1327 - Cordeiros",88310-002,2023-09-01,NA,CRT,NA,"c(-5420847.31951649, -3109061.42730544)",728831.5764822038,7024265.282178925
63844,DA PAZ BARROS LTDA. E FILHOS,49.513.078/0001-07,Licença concedida,2023-07-25T15:11:37Z,2023-08-02T16:17:00Z,NA,URB/37259,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.129.02.0370.0000.000,"Rua Domingos Nunes Dos Santos, 1026 - Santa Regina",88317-505,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426873.06993466, -3107674.92766868)",723474.9,7025593
63841,FERREIRA DA COSTA S/A - EI,84.926.170/0001-91,Licença concedida,2023-07-25T15:06:48Z,2023-08-02T16:18:00Z,NA,URB/37264,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.129.02.0200.0000.000,"Rua Domingos Nunes Dos Santos, 856 - Santa Regina",88317-505,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426896.58876085, -3107846.53732664)",723451.2,7025441
63839,DIAS LTDA.,15.063.987/0001-60,Licença concedida,2023-07-25T15:01:31Z,2023-08-02T16:18:00Z,NA,URB/37263,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.129.02.0210.0000.000,"Rua Domingos Nunes Dos Santos, 866 - Santa Regina",88317-505,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426890.97672047, -3107840.80586789)",723456.3,7025446
63838,GONÇALVES ARAÚJO - EI S.A.,35.986.012/0001-11,Licença concedida,2023-07-25T14:56:26Z,2023-08-02T16:18:00Z,NA,URB/37262,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2151290202200000000,"Rua Domingos Nunes Dos Santos, 876 - Santa Regina",88317-505,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426895.04603758, -3107857.77234723)",723452.4,7025431
63837,DA LUZ - ME,70.286.513/0001-96,Licença concedida,2023-07-25T14:50:23Z,2023-08-02T16:17:00Z,NA,URB/37261,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.180.01.0100.0000.000,"Rua João Ardigó, 937 - Santa Regina",88317-515,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5427010.26431215, -3107721.29971584)",723351.7,7025554
63836,ALVES E FILHOS,74.601.928/0001-68,Licença concedida,2023-07-25T14:42:02Z,2023-08-02T16:17:00Z,NA,URB/37260,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.129.02.0230.0000.000,"Rua Domingos Nunes Dos Santos, 886 - Santa Regina",88317-505,2023-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426896.49250876, -3107883.70209029)",723450.7,7025408
63813,AZEVEDO - EI,72.180.549/0001-16,Licença concedida,2023-07-25T12:14:03Z,2023-08-10T14:45:00Z,NA,IND/37595,FCEI Cadastrado,CCA,16.50.00,Fabricação e acabamento de artigos diversos do mobiliário,-,M,216.023.01.0780,"Avenida Itaipava, 4044 - Itaipava",88316-301,2023-08-10,Atividade Industrial,IND,Industrial,"c(-5425815.57010834, -3116619.50314108)",724277.15,7017636.69
63779,ARAGÃO - EI,20.578.931/0001-89,Solicitado documentação complementar,2023-07-24T20:26:26Z,2023-09-06T13:13:00Z,2023-09-06T18:05:00Z,IND/38538,FCEI Cadastrado,AUA,12.80.00,Serviço industrial de usinagem,MP,P,NA,"Rua Doutor Reinaldo Schmithausen, 2469 - Cordeiros",88311-481,NA,Atividade Industrial,IND,Industrial,"c(-5422127.49366061, -3109598.11602083)",727680.2673387742,7023809.533474565
63778,DA MOTA PEREIRA LTDA. LTDA.,78.951.246/0001-36,Licença concedida,2023-07-24T20:14:45Z,2023-07-31T13:14:00Z,2023-07-31T14:49:00Z,DIV/37159,FCEI Cadastrado,AUA,71.00.00,Serviços de reparação e manutenção de máquinas,U,M,NA,"Avenida Sete De Setembro, 1072 - Fazenda",88301-204,2023-10-17,Oficina Mecânica com Pintura,DIV,Oficina Mec.,"c(-5416327.74819028, -3112943.52016997)",732801.958696909,7020744.969166195
63764,MOURA E FILHOS - ME,47.125.890/0001-21,Licença concedida,2023-07-24T16:56:15Z,2023-08-04T18:20:00Z,2023-08-07T15:01:00Z,URB/37390,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Uruguai, 170 - Centro",88302-200,2023-09-29,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417158.72739684, -3112328.53568106)",732070.5,7021304.57
63743,FERREIRA OLIVEIRA E FILHOS - ME,50.296.843/0001-55,Licença concedida,2023-07-24T14:46:20Z,2023-08-04T18:46:00Z,NA,IND/37392,FCEI Cadastrado,CCA,26.50.01,Industrialização de produtos de origem animal,-,P,NA,"Rua Manoel Francisco Coelho,  - São Vicente",88309-280,2023-08-04,Atividade Industrial,IND,Industrial,"c(-5420648.25852732, -3111250.15910134)",728973.873,7022318.947
63726,PORTO NASCIMENTO E FILHOS - ME,95.701.463/0001-97,Licença concedida,2023-07-24T11:57:44Z,2023-08-10T17:47:00Z,2023-08-11T14:54:00Z,CRT/37614,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"R Onze De Junho, 189 - Fazenda",88301-660,2023-08-14,NA,CRT,NA,"c(-5415793.0636149, -3113613.52899199)",733268.0524,7020141.4196
63725,BARBOSA - ME,73.985.106/0001-65,Efetuado o parecer técnico,2023-07-24T11:57:33Z,2023-08-28T14:59:00Z,2023-08-28T17:32:00Z,IND/38183,FCEI Cadastrado,AUA,10.10.00,Aparelhamento de pedras para construção e execução de trabalhos em mármores,MP,M,NA,"Rua Marcos Aurélio Seara, 2266 - Espinheiros",88317-545,NA,Atividade Industrial,IND,Industrial,"c(-5426209.83689442, -3106546.20257639)",724084.79,7026584.72
63684,SILVEIRA BARBOSA E FILHOS - EI,15.024.638/0001-30,Licença indeferida,2023-07-21T14:21:28Z,2023-07-25T18:16:00Z,NA,CRT/36931,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,216.055.01.1150.0000.000,"Rua Aristides Pedroni, 250 - Itaipava",88316-600,2023-07-28,NA,CRT,NA,"c(-5426413.29405615, -3116427.07978971)",723746.9607545007,7017816.959491296
63675,PIRES NOVAES - EI S.A.,85.291.470/0001-04,Licença indeferida,2023-07-21T12:09:03Z,2023-07-25T13:16:00Z,NA,CRT/36914,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,44.78.003.0413.001.175,"Rua Heitor Liberato, 1626 - São João",88304-101,2023-07-28,NA,CRT,NA,"c(NaN, NaN)",NA,NA
63643,DAS NEVES S.A.,04.783.125/0001-96,Licença indeferida,2023-07-20T16:36:05Z,2023-07-25T18:21:00Z,NA,CRT/36933,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Jacob Ardigo, 791 - Dom Bosco",88307-000,2023-07-28,NA,CRT,NA,"c(-5419771.45125033, -3112048.1872221)",729743.444,7021596.27
63606,CARVALHO LTDA.,56.791.082/0001-94,Licença concedida,2023-07-20T11:53:35Z,2023-10-02T13:29:00Z,2023-10-02T13:55:00Z,URB/39355,FCEI Cadastrado,LAP_LAI,71.11.01,Condomínios de casas ou edifícios,G,M,214.071.04.0510,"Rua Maurino Vieira, 92 - Praia Brava De Itajaí",88306-765,2023-12-04,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5414735.20054153, -3117591.97907682)",734146.14,7016593.15
63569,JESUS NUNES S/A S/A,32.804.651/0001-20,Licença concedida,2023-07-19T17:30:39Z,2023-07-31T13:11:00Z,2023-07-31T14:04:00Z,CRT/37156,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.004.01.0070.0000.000,"Rodovia Jorge Lacerda, 725 - Espinheiros",88317-100,2023-08-14,NA,CRT,NA,"c(NaN, NaN)",NA,NA
63523,DUARTE LTDA. LTDA.,16.239.407/0001-06,Licença concedida,2023-07-19T10:17:12Z,2023-08-31T15:41:00Z,2023-08-31T18:24:00Z,CRT/38316,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,0054240201700000000,"Avenida Nilo Bittencourt, 885 - São Vicente",88312-400,2023-09-06,NA,CRT,NA,"c(-5421835.1719587, -3112105.98842338)",727900.82,7021578.499
63493,NOVAES S/A - ME,72.648.950/0001-38,Solicitado documentação complementar,2023-07-18T20:27:02Z,2023-07-21T19:00:00Z,2023-07-24T16:31:00Z,IND/36846,FCEI Cadastrado,LAO_COR,15.10.00,Serrarias e beneficiamento primário da madeira,P,P,NA,"Rua Benjamim Dagnoni, 3817 - Rio Do Meio",88311-600,NA,Atividade Industrial,IND,Industrial,"c(-5422793.86524265, -3120142.23166761)",726916.283,7014462.648
63488,FERREIRA E FILHOS,34.802.167/0001-98,Licença concedida,2023-07-18T17:50:14Z,2023-07-20T18:01:00Z,NA,URB/36796,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,0031950401500000000,"Avenida Agostinho Alves Ramos, 1120 - Cordeiros",88310-061,2023-07-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421290.05295394, -3111008.0401472)",728405,7022544.3
63458,NOVAES S.A.,69.753.210/0001-57,Licença concedida,2023-07-18T13:40:03Z,2023-08-08T13:53:00Z,2023-08-09T14:06:00Z,SAN/37486,FCEI Cadastrado,REN_LAO,33.13.19,Estrutura de apoio náutico - ean i - trapiche,G,M,201.002.03.0221.0000.000,"Avenida Prefeito Paulo Bauer, 60 - Centro",88301-020,2023-08-24,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5416427.935732, -3111395.54791556)",732738.0035676035,7022120.70521876
63443,FERREIRA MORAES - EI - ME,87.045.923/0001-48,Licença concedida,2023-07-18T11:38:13Z,2023-07-25T18:18:00Z,2023-07-31T14:10:00Z,URB/26789,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Avenida Vereador Abrahão João Francisco, 3385 - Ressacada",88307-303,2023-12-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418905.31700136, -3114279.27971572)",730480.06,7019601.81
63404,FERREIRA E FILHOS,38.572.469/0001-78,Licença concedida,2023-07-17T19:18:45Z,2023-07-19T18:09:00Z,NA,CRT/36752,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,216.159.02.0100.0000.000,"R. Edmundo Leopoldo Merizio, 1515 - Limoeiro",88318-490,2023-07-31,NA,CRT,NA,"c(NaN, NaN)",NA,NA
63381,ALMEIDA - ME,60.438.192/0001-44,Licença concedida,2023-07-17T15:41:54Z,2023-07-31T19:01:00Z,2023-08-01T15:05:00Z,CRT/37179,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.036.03.0493.0007.000,"Rua Gil Stein Ferreira, 357 - Centro",88301-210,2023-08-01,NA,CRT,NA,"c(-5416876.00795581, -3111974.49449601)",732328.612,7021614.177
63359,RIBEIRO E FILHOS,08.417.926/0001-99,Licença concedida,2023-07-17T12:03:45Z,2023-07-19T18:12:00Z,NA,IND/36756,FCEI Cadastrado,CCA,13.90.00,Montagem,-,P,NA,"Rua Heitor Liberato, 2544 - Centro",88304-100,2023-07-19,Atividade Industrial,IND,Industrial,"c(-5419494.61864794, -3112241.1120702)",729987.36,7021420.5
63342,DUARTE - ME E FILHOS,98.617.430/0001-51,Licença concedida,2023-07-17T10:16:10Z,2023-07-31T19:01:00Z,2023-08-01T15:06:00Z,CRT/37180,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.036.03.0493.0006.000,"Rua Gil Stein Ferreira, 357 - Centro",88301-210,2023-08-01,NA,CRT,NA,"c(-5416876.00795581, -3111974.49449601)",732328.612,7021614.177
63339,CORREIA DA COSTA S.A. E FILHOS,81.309.265/0001-78,Licença concedida,2023-07-17T09:49:56Z,2023-07-20T18:01:00Z,NA,DIV/36798,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rodovia Jorge Lacerda, 1560 - Espinheiros",88317-100,2023-07-20,Terminais de Transporte,DIV,Terminal Rod.,"c(-5425226.3965414, -3109316.11849694)",724918.79,7024109.66
63314,DA COSTA LTDA. S/A,24.081.635/0001-29,Licença concedida,2023-07-14T16:48:32Z,2023-08-14T15:47:00Z,2023-08-14T17:02:00Z,CRT/37718,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.053.02.0500.0000.000,"Rodovia Jorge Lacerda, 1789 - Espinheiros",88317-100,2023-08-15,NA,CRT,NA,"c(-5425565.53041011, -3109358.68298224)",724615.414,7024077.28
63305,RIBEIRO BARROS - ME S.A.,75.264.089/0001-00,Licença concedida,2023-07-14T14:59:19Z,2023-07-14T15:58:00Z,NA,CRT/36618,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Manoel Bernardes, S/Nº - Itaipava",88316-400,2023-07-14,NA,CRT,NA,"c(-5424019.89795422, -3117113.36046452)",725871.2,7017169.729
63281,SOUZA FERNANDES S/A - EI,78.410.629/0001-05,Licença concedida,2023-07-14T11:01:37Z,2023-10-02T15:17:00Z,2023-10-02T17:31:00Z,CRT/39370,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Laudelina Dionísio, 908 - Cordeiros",88310-300,2023-10-04,NA,CRT,NA,"c(-5420791.65977109, -3110034.97075101)",728865.5297242737,7023400.054368915
